,rank,trial,l_1 ratio,score,silhouete score,rmse
286,28,1,0.7,0.742341957574055,0.20277261373650496,0.13003119505146923
287,28,2,0.7,0.754747588316632,0.013026766831079492,0.17611795319349646
288,28,3,0.7,0.7537067322382693,0.15251964556420364,0.08658155204426077
289,28,4,0.7,0.7396385922325025,0.17860536075124164,0.12462511463201965
290,37,0,0.7,0.7352975226166396,-0.051786877244686065,0.0863275905028714
291,37,1,0.7,0.7425444237145297,0.09713760661483026,0.08414792219930757
292,37,2,0.7,0.7383346112746534,0.11214951249416635,0.044587933085316785
293,37,3,0.7,0.7493661799596358,-0.14671194405920063,0.07935079983974094
294,37,4,0.7,0.7440171487461265,0.07579939934395435,0.06955687787758123
295,49,0,0.7,0.7428893465423531,-0.13647900845375294,0.0700768177612635
296,49,1,0.7,0.7386951060729026,-0.26258594113032985,0.08523759826478972
297,49,2,0.7,0.7630481047755854,-0.12453394282368264,0.06963729341236731
298,49,3,0.7,0.7424035451275159,-0.14577284209686656,0.03843961261491588
299,49,4,0.7,0.7678070612960709,-0.004705339273545292,0.06610662612325942
300,2,0,1.0,0.6536803724083271,0.5221511718955388,1.3675734353981375
301,2,1,1.0,0.6496922132601306,0.521456822753375,1.36639136625206
302,2,2,1.0,0.6580355125380661,0.509958867626518,1.377430265861717
303,2,3,1.0,0.6123506182539462,0.502702611458592,1.3757025653334594
304,2,4,1.0,0.6608542000098694,0.5272211073540382,1.359052200912869
305,3,0,1.0,0.7069471551437304,0.5937598272132234,1.0169168621230045
306,3,1,1.0,0.7118526489740354,0.6101834562351149,1.0179525065342854
307,3,2,1.0,0.7100116448571627,0.6007926568168342,1.0156044149964212
308,3,3,1.0,0.7104909076819237,0.6023787494966278,1.024282978555753
309,3,4,1.0,0.7203334692321477,0.6318214096351935,1.2360453715055546
310,4,0,1.0,0.7743852611604964,0.723263756020047,0.823241820600118
311,4,1,1.0,0.7746061943162129,0.7245291677473515,0.8190797543282051
312,4,2,1.0,0.7341972762510981,0.5779713862452809,0.8805370240401329
313,4,3,1.0,0.7725971887651832,0.71983682271402,0.8462001242561907
314,4,4,1.0,0.7001382764545433,0.5667944781668631,0.894695519847715
315,5,0,1.0,0.7934589274722557,0.7028239462526246,0.6784922977272412
316,5,1,1.0,0.7969757916313686,0.6738716635109882,0.7017443283361393
317,5,2,1.0,0.7441481239377171,0.5364110814521594,0.8534825659245312
318,5,3,1.0,0.7721484604456142,0.6956814225879806,0.6605823229529892
319,5,4,1.0,0.7446889974302728,0.5810157087145961,0.7424969553055464
320,7,0,1.0,0.8050883379384636,0.6722302849409681,0.6381442158755489
321,7,1,1.0,0.7904442058116565,0.7365692039071418,0.4092048773072096
322,7,2,1.0,0.7892703942404282,0.7372702636251299,0.37958654483277066
323,7,3,1.0,0.8041067963553675,0.7069602739866758,0.4026278181900169
324,7,4,1.0,0.8102268465197641,0.7054569970131762,0.3941543829551325
325,9,0,1.0,0.796410982546355,0.5603844859967297,0.3612656199489706
326,9,1,1.0,0.7933643115903998,0.7391961263082515,0.34308860507258293
327,9,2,1.0,0.7891738618745482,0.7531388246376415,0.3291470523047023
328,9,3,1.0,0.7968672821296864,0.7027559503925667,0.3002467557129584
329,9,4,1.0,0.7946808261280561,0.7624283464073822,0.3205795471302293
